,row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,cust_age,cust_gender,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,returned
677,678,US-2018-119438,18/03/18,23/03/18,Standard Class,CD-11980,Carol Darley,62,Male,Consumer,United States,Tyler,Texas,75701,Central,TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",27.816,3,0.2,4.5201,FALSE
678,679,US-2018-119438,18/03/18,23/03/18,Standard Class,CD-11980,Carol Darley,34,Male,Consumer,United States,Tyler,Texas,75701,Central,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",82.524,3,0.6,-41.262,FALSE
679,680,US-2018-119438,18/03/18,23/03/18,Standard Class,CD-11980,Carol Darley,41,Male,Consumer,United States,Tyler,Texas,75701,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,182.994,3,0.8,-320.2395,FALSE
680,681,CA-2017-164511,19/11/17,24/11/17,Standard Class,DJ-13630,Doug Jacobs,24,Male,Consumer,United States,New York City,New York,10024,East,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,14.352,3,0.2,4.6644,FALSE
681,682,CA-2017-164511,19/11/17,24/11/17,Standard Class,DJ-13630,Doug Jacobs,55,Female,Consumer,United States,New York City,New York,10024,East,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2,0,2.5984,FALSE
682,683,CA-2017-164511,19/11/17,24/11/17,Standard Class,DJ-13630,Doug Jacobs,52,Female,Consumer,United States,New York City,New York,10024,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,68.6,4,0,18.522,FALSE
683,684,US-2018-168116,04/11/18,04/11/18,Same Day,GT-14635,Grant Thornton,37,Female,Corporate,United States,Burlington,North Carolina,27217,South,TEC-MA-10004125,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,7999.98,4,0.5,-3839.9904,FALSE
684,685,US-2018-168116,04/11/18,04/11/18,Same Day,GT-14635,Grant Thornton,51,Female,Corporate,United States,Burlington,North Carolina,27217,South,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",167.44,2,0.2,14.651,FALSE
685,686,CA-2015-157784,05/07/15,08/07/15,First Class,MC-17845,Michael Chen,27,Female,Consumer,United States,Jackson,Mississippi,39212,South,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3,0,163.1898,FALSE
686,687,CA-2015-157784,05/07/15,08/07/15,First Class,MC-17845,Michael Chen,24,Female,Consumer,United States,Jackson,Mississippi,39212,South,OFF-LA-10001934,Office Supplies,Labels,Avery 516,14.62,2,0,6.8714,FALSE
687,688,CA-2015-157784,05/07/15,08/07/15,First Class,MC-17845,Michael Chen,49,Female,Consumer,United States,Jackson,Mississippi,39212,South,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,19.44,3,0,9.3312,FALSE
688,689,CA-2018-161480,25/12/18,29/12/18,Standard Class,RA-19285,Ralph Arnett,47,Male,Consumer,United States,New York City,New York,10035,East,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",191.984,2,0.2,4.7996,FALSE
689,690,US-2015-117135,21/06/15,23/06/15,Second Class,NP-18325,Naresj Patel,53,Male,Consumer,United States,Waynesboro,Virginia,22980,South,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,104.01,1,0,14.5614,FALSE
690,691,US-2015-117135,21/06/15,23/06/15,Second Class,NP-18325,Naresj Patel,36,Male,Consumer,United States,Waynesboro,Virginia,22980,South,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,284.82,1,0,74.0532,FALSE
691,692,US-2015-117135,21/06/15,23/06/15,Second Class,NP-18325,Naresj Patel,26,Male,Consumer,United States,Waynesboro,Virginia,22980,South,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,36.84,3,0,10.3152,FALSE
692,693,CA-2016-131534,28/03/16,02/04/16,Standard Class,AB-10165,Alan Barnes,57,Male,Consumer,United States,Los Angeles,California,90036,West,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,1,0,24.936,FALSE
693,694,CA-2016-131534,28/03/16,02/04/16,Standard Class,AB-10165,Alan Barnes,46,Male,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,33.4,5,0,16.032,FALSE
694,695,CA-2016-119291,14/05/16,17/05/16,First Class,JO-15550,Jesus Ocampo,46,Male,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",198.272,8,0.2,17.3488,FALSE
695,696,CA-2016-119291,14/05/16,17/05/16,First Class,JO-15550,Jesus Ocampo,42,Male,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-LA-10002312,Office Supplies,Labels,Avery 490,47.36,4,0.2,17.76,FALSE
696,697,CA-2016-119291,14/05/16,17/05/16,First Class,JO-15550,Jesus Ocampo,60,Male,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,0.2,62.8075,FALSE
697,698,CA-2016-119291,14/05/16,17/05/16,First Class,JO-15550,Jesus Ocampo,33,Male,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",97.696,4,0.2,31.7512,FALSE
698,699,CA-2016-119291,14/05/16,17/05/16,First Class,JO-15550,Jesus Ocampo,55,Female,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",2.696,1,0.2,0.8088,FALSE
699,700,CA-2016-119291,14/05/16,17/05/16,First Class,JO-15550,Jesus Ocampo,38,Female,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,18.588,2,0.7,-13.6312,FALSE
700,701,CA-2016-119291,14/05/16,17/05/16,First Class,JO-15550,Jesus Ocampo,48,Female,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.896,3,0.7,-3.4272,FALSE
701,702,CA-2018-114552,02/09/18,08/09/18,Standard Class,Dl-13600,Dorris liebe,51,Female,Corporate,United States,Cleveland,Ohio,44105,East,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",15.072,3,0.2,4.1448,FALSE
702,703,CA-2017-163755,04/11/17,08/11/17,Second Class,AS-10285,Alejandro Savely,30,Female,Corporate,United States,Seattle,Washington,98103,West,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",209.88,3,0,35.6796,FALSE
703,704,CA-2016-142027,09/04/16,14/04/16,Standard Class,JK-15370,Jay Kimmel,62,Male,Consumer,United States,Long Beach,California,90805,West,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,369.912,3,0.2,-13.8717,FALSE
704,705,CA-2015-138527,12/09/15,17/09/15,Standard Class,BN-11470,Brad Norvell,27,Male,Corporate,United States,Cary,North Carolina,27511,South,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,10.368,2,0.2,3.6288,FALSE
705,706,CA-2015-138527,12/09/15,17/09/15,Standard Class,BN-11470,Brad Norvell,39,Male,Corporate,United States,Cary,North Carolina,27511,South,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,166.84,5,0.2,18.7695,FALSE
706,707,CA-2015-138527,12/09/15,17/09/15,Standard Class,BN-11470,Brad Norvell,24,Male,Corporate,United States,Cary,North Carolina,27511,South,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,15.216,1,0.2,2.2824,FALSE
707,708,CA-2015-112158,02/12/15,04/12/15,First Class,DP-13165,David Philippe,26,Male,Consumer,United States,New York City,New York,10035,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,4,0,52.7824,FALSE
708,709,CA-2015-112158,02/12/15,04/12/15,First Class,DP-13165,David Philippe,35,Male,Consumer,United States,New York City,New York,10035,East,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,883.92,5,0.2,-110.49,FALSE
709,710,CA-2015-112158,02/12/15,04/12/15,First Class,DP-13165,David Philippe,30,Male,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",46.72,8,0.2,15.768,FALSE
710,711,CA-2015-113887,05/04/15,07/04/15,First Class,TH-21550,Tracy Hopkins,38,Male,Home Office,United States,New York City,New York,10035,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,1,0,26.6304,FALSE
711,712,CA-2018-146136,03/09/18,07/09/18,Standard Class,AP-10915,Arthur Prichep,49,Female,Consumer,United States,Palm Coast,Florida,32137,South,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",24.448,4,0.2,8.8624,FALSE
712,713,US-2018-100048,19/05/18,24/05/18,Standard Class,RS-19765,Roland Schwarz,47,Female,Corporate,United States,Mount Vernon,New York,10550,East,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,281.34,6,0,109.7226,FALSE
713,714,US-2018-100048,19/05/18,24/05/18,Standard Class,RS-19765,Roland Schwarz,53,Female,Corporate,United States,Mount Vernon,New York,10550,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,2,0,89.3142,FALSE
714,715,US-2018-100048,19/05/18,24/05/18,Standard Class,RS-19765,Roland Schwarz,55,Female,Corporate,United States,Mount Vernon,New York,10550,East,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,299.97,3,0,113.9886,FALSE
715,716,CA-2015-153150,01/07/15,06/07/15,Second Class,Dl-13600,Dorris liebe,26,Female,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,19.92,5,0.2,6.972,TRUE
716,717,CA-2015-130092,11/01/15,14/01/15,First Class,SV-20365,Seth Vernon,42,Female,Consumer,United States,Dover,Delaware,19901,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,0,3.0814,FALSE
717,718,CA-2018-108910,24/09/18,29/09/18,Standard Class,KC-16540,Kelly Collister,30,Female,Consumer,United States,Newark,Ohio,43055,East,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",103.056,3,0.2,24.4758,FALSE
718,719,CA-2015-104472,02/06/15,07/06/15,Standard Class,CK-12325,Christine Kargatis,40,Female,Home Office,United States,Orem,Utah,84057,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,59.808,3,0.2,19.4376,FALSE
719,720,CA-2015-104472,02/06/15,07/06/15,Standard Class,CK-12325,Christine Kargatis,34,Female,Home Office,United States,Orem,Utah,84057,West,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,73.32,6,0,21.996,FALSE
720,721,CA-2017-112942,13/02/17,18/02/17,Standard Class,RD-19810,Ross DeVincentis,41,Male,Home Office,United States,Los Angeles,California,90045,West,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,146.82,3,0,73.41,FALSE
721,722,CA-2017-142335,15/12/17,19/12/17,Standard Class,MP-17965,Michael Paige,28,Male,Corporate,United States,Detroit,Michigan,48205,Central,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1652.94,3,0,231.4116,FALSE
722,723,CA-2017-142335,15/12/17,19/12/17,Standard Class,MP-17965,Michael Paige,26,Male,Corporate,United States,Detroit,Michigan,48205,Central,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296.37,3,0,80.0199,FALSE
723,724,CA-2015-117429,07/10/15,13/10/15,Standard Class,MR-17545,Mathew Reese,58,Male,Home Office,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",129.92,5,0.2,21.112,FALSE
724,725,CA-2017-114713,07/07/17,12/07/17,Standard Class,SC-20695,Steve Chapman,35,Male,Corporate,United States,Hialeah,Florida,33012,South,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,45.584,7,0.2,5.1282,FALSE
725,726,CA-2018-144113,16/09/18,20/09/18,Standard Class,JF-15355,Jay Fein,57,Male,Consumer,United States,Austin,Texas,78745,Central,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",17.568,2,0.2,6.3684,FALSE
726,727,CA-2018-144113,16/09/18,20/09/18,Standard Class,JF-15355,Jay Fein,51,Male,Consumer,United States,Austin,Texas,78745,Central,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,55.992,1,0.2,5.5992,FALSE
727,728,US-2017-150861,03/12/17,06/12/17,First Class,EG-13900,Emily Grady,29,Male,Consumer,United States,Oceanside,New York,11572,East,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,182.72,8,0,84.0512,FALSE
728,729,US-2017-150861,03/12/17,06/12/17,First Class,EG-13900,Emily Grady,57,Male,Consumer,United States,Oceanside,New York,11572,East,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",400.032,2,0.4,-153.3456,FALSE
729,730,US-2017-150861,03/12/17,06/12/17,First Class,EG-13900,Emily Grady,28,Male,Consumer,United States,Oceanside,New York,11572,East,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",33.63,3,0,10.089,FALSE
730,731,US-2017-150861,03/12/17,06/12/17,First Class,EG-13900,Emily Grady,35,Male,Consumer,United States,Oceanside,New York,11572,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",542.646,3,0.1,102.4998,FALSE
731,732,US-2017-150861,03/12/17,06/12/17,First Class,EG-13900,Emily Grady,36,Male,Consumer,United States,Oceanside,New York,11572,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520,6.3,2,0,3.024,FALSE
732,733,CA-2018-131954,21/01/18,25/01/18,Standard Class,DS-13030,Darrin Sayre,49,Male,Home Office,United States,Seattle,Washington,98115,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3,0,9.7176,FALSE
733,734,CA-2018-131954,21/01/18,25/01/18,Standard Class,DS-13030,Darrin Sayre,40,Male,Home Office,United States,Seattle,Washington,98115,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,179.97,3,0,86.3856,FALSE
734,735,CA-2018-131954,21/01/18,25/01/18,Standard Class,DS-13030,Darrin Sayre,37,Male,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,99.696,6,0.2,33.6474,FALSE
735,736,CA-2018-131954,21/01/18,25/01/18,Standard Class,DS-13030,Darrin Sayre,42,Male,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,27.936,4,0.2,9.4284,FALSE
736,737,CA-2018-131954,21/01/18,25/01/18,Standard Class,DS-13030,Darrin Sayre,40,Male,Home Office,United States,Seattle,Washington,98115,West,FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,84.98,1,0,18.6956,FALSE
737,738,CA-2018-131954,21/01/18,25/01/18,Standard Class,DS-13030,Darrin Sayre,45,Male,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,18.72,5,0.2,6.552,FALSE
738,739,CA-2015-132500,08/09/15,12/09/15,Standard Class,GZ-14470,Gary Zandusky,34,Male,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10001383,Technology,Accessories,Logitech Wireless Touch Keyboard K400,49.98,2,0,8.4966,FALSE
739,740,CA-2015-112326,04/01/15,08/01/15,Standard Class,PO-19195,Phillina Ober,37,Male,Home Office,United States,Naperville,Illinois,60540,Central,OFF-LA-10003223,Office Supplies,Labels,Avery 508,11.784,3,0.2,4.2717,FALSE
740,741,CA-2015-112326,04/01/15,08/01/15,Standard Class,PO-19195,Phillina Ober,56,Male,Home Office,United States,Naperville,Illinois,60540,Central,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,272.736,3,0.2,-64.7748,FALSE
741,742,CA-2015-112326,04/01/15,08/01/15,Standard Class,PO-19195,Phillina Ober,46,Male,Home Office,United States,Naperville,Illinois,60540,Central,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,3.54,2,0.8,-5.487,FALSE
742,743,US-2017-146710,27/08/17,01/09/17,Standard Class,SS-20875,Sung Shariari,43,Male,Consumer,United States,Dallas,Texas,75220,Central,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52,5,0.2,-10.948,FALSE
743,744,US-2017-146710,27/08/17,01/09/17,Standard Class,SS-20875,Sung Shariari,42,Male,Consumer,United States,Dallas,Texas,75220,Central,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",3.528,1,0.2,1.1466,FALSE
744,745,US-2017-146710,27/08/17,01/09/17,Standard Class,SS-20875,Sung Shariari,36,Male,Consumer,United States,Dallas,Texas,75220,Central,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,4.624,1,0.2,1.6762,FALSE
745,746,US-2017-146710,27/08/17,01/09/17,Standard Class,SS-20875,Sung Shariari,26,Male,Consumer,United States,Dallas,Texas,75220,Central,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",55.168,4,0.2,6.2064,FALSE
746,747,CA-2015-124429,27/05/15,27/05/15,Same Day,MH-17785,Maya Herman,42,Male,Corporate,United States,San Diego,California,92105,West,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,567.12,10,0.2,-28.356,FALSE
747,748,CA-2015-124429,27/05/15,27/05/15,Same Day,MH-17785,Maya Herman,40,Male,Corporate,United States,San Diego,California,92105,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,359.32,4,0,7.1864,FALSE
748,749,CA-2017-150889,20/03/17,22/03/17,Second Class,PB-19105,Peter Bühler,46,Male,Consumer,United States,Evanston,Illinois,60201,Central,TEC-PH-10000004,Technology,Phones,Belkin iPhone and iPad Lightning Cable,11.992,1,0.2,0.8994,FALSE
749,750,CA-2018-126074,02/10/18,06/10/18,Standard Class,RF-19735,Roland Fjeld,62,Male,Consumer,United States,Trenton,Michigan,48183,Central,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,58.05,3,0,26.703,FALSE
750,751,CA-2018-126074,02/10/18,06/10/18,Standard Class,RF-19735,Roland Fjeld,57,Male,Consumer,United States,Trenton,Michigan,48183,Central,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,157.74,11,0,56.7864,FALSE
751,752,CA-2018-126074,02/10/18,06/10/18,Standard Class,RF-19735,Roland Fjeld,38,Male,Consumer,United States,Trenton,Michigan,48183,Central,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",56.98,7,0,22.792,FALSE
752,753,CA-2018-126074,02/10/18,06/10/18,Standard Class,RF-19735,Roland Fjeld,53,Male,Consumer,United States,Trenton,Michigan,48183,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,2.88,1,0,1.4112,FALSE
753,754,CA-2017-110499,07/04/17,09/04/17,First Class,YC-21895,Yoseph Carroll,24,Male,Corporate,United States,San Francisco,California,94110,West,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1199.976,3,0.2,374.9925,FALSE
754,755,CA-2016-135272,07/12/16,12/12/16,Standard Class,MS-17830,Melanie Seite,54,Male,Consumer,United States,Los Angeles,California,90036,West,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,79.92,4,0,28.7712,FALSE
755,756,CA-2017-140928,18/09/17,22/09/17,Standard Class,NB-18655,Nona Balk,31,Male,Corporate,United States,Jacksonville,Florida,32216,South,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,383.438,4,0.45,-167.3184,FALSE
756,757,CA-2015-106803,29/12/15,02/01/16,Standard Class,DC-13285,Debra Catini,30,Male,Consumer,United States,Cottage Grove,Minnesota,55016,Central,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,2,0,6.8768,FALSE
757,758,CA-2015-106803,29/12/15,02/01/16,Standard Class,DC-13285,Debra Catini,46,Male,Consumer,United States,Cottage Grove,Minnesota,55016,Central,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,4,0,47.92,FALSE
758,759,CA-2018-117240,23/07/18,28/07/18,Standard Class,CP-12340,Christine Phan,48,Male,Corporate,United States,New York City,New York,10009,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,13.128,3,0.2,4.2666,FALSE
